"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family"
"ENSMUSG00000020354","ENSMUSG00000020354",1155.70855763256,0.529035261896008,0.130377653578721,4.05771424300547,4.95553502529521e-05,0.000154574109548138,"Sgcd","11",46896253,47988969,"-",8257,"protein_coding","sarcoglycan, delta (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:1346525]","-"
"ENSMUSG00000026707","ENSMUSG00000026707",372.831813239945,0.298649882705587,0.0736019899829444,4.05763326201904,4.95725315288688e-05,0.000154605574147133,"Nsun6","2",14995131,15055069,"-",5006,"protein_coding","NOL1/NOP2/Sun domain family member 6 [Source:MGI Symbol;Acc:MGI:1921705]","-"
"ENSMUSG00000066979","ENSMUSG00000066979",2659.17098704525,-0.186487617421049,0.045961086023503,-4.05751111550508,4.9598457343097e-05,0.000154664298087775,"Bub3","7",131560222,131571895,"+",7006,"protein_coding","BUB3 mitotic checkpoint protein [Source:MGI Symbol;Acc:MGI:1343463]","-"
"ENSMUSG00000040818","ENSMUSG00000040818",1845.07018319716,-0.235068551029198,0.0579433668495519,-4.05686731389887,4.97353179096479e-05,0.000155068886770081,"Dennd6a","14",26573856,26634322,"+",8343,"protein_coding","DENN/MADD domain containing 6A [Source:MGI Symbol;Acc:MGI:2442980]","-"
"ENSMUSG00000041958","ENSMUSG00000041958",3506.27653811293,-0.354307861773037,0.0873426821799163,-4.05652600687487,4.98080187206534e-05,0.000155273345729927,"Pigs","11",78328415,78342782,"+",2501,"protein_coding","phosphatidylinositol glycan anchor biosynthesis, class S [Source:MGI Symbol;Acc:MGI:2687325]","-"
"ENSMUSG00000017291","ENSMUSG00000017291",4786.62907755485,0.17228675235158,0.0424737183281995,4.05631433114237,4.98531577469982e-05,0.000155391836375583,"Taok1","11",77529162,77607815,"-",12421,"protein_coding","TAO kinase 1 [Source:MGI Symbol;Acc:MGI:1914490]","-"
"ENSMUSG00000060878","ENSMUSG00000060878",26.2076562240304,0.92152288187815,0.227188897936188,4.05619680472671,4.98782365363071e-05,0.00015544777449911,"Olfr1420","19",11886565,11898079,"+",3066,"protein_coding","olfactory receptor 1420 [Source:MGI Symbol;Acc:MGI:3031254]","-"
"ENSMUSG00000107176","ENSMUSG00000107176",4929.00206788872,-0.329560277708861,0.081251304284401,-4.05606138401561,4.99071485912494e-05,0.000155515641463782,"Gm9794","6",66875321,66875743,"-",423,"processed_pseudogene","predicted pseudogene 9794 [Source:MGI Symbol;Acc:MGI:3642653]","-"
"ENSMUSG00000085317","ENSMUSG00000085317",6.18099894750955,3.02089844199231,0.744848414057773,4.05572245973527,4.99795779032909e-05,0.000155719073741862,"Gssos2","2",155591131,155592851,"+",869,"antisense","glutathione synthase, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3702171]","-"
"ENSMUSG00000041420","ENSMUSG00000041420",657.468884352667,-0.32915873548614,0.0811688593176839,-4.0552342148589,5.00840927237028e-05,0.000156022400917721,"Meis3","7",16175090,16186504,"+",3173,"protein_coding","Meis homeobox 3 [Source:MGI Symbol;Acc:MGI:108519]","Homeobox"
"ENSMUSG00000116508","ENSMUSG00000116508",35.9884781056283,0.920039407029481,0.226887312607656,4.05505004425017,5.01235704906773e-05,0.000156123066353269,"Gm49463","15",83172350,83174808,"+",2459,"antisense","predicted gene, 49463 [Source:MGI Symbol;Acc:MGI:6155122]","-"
"ENSMUSG00000026867","ENSMUSG00000026867",4316.37223107713,-0.197986641409849,0.0488251921636559,-4.0550099781732,5.01321627330539e-05,0.000156127515662214,"Gapvd1","2",34674594,34755232,"-",13748,"protein_coding","GTPase activating protein and VPS9 domains 1 [Source:MGI Symbol;Acc:MGI:1913941]","-"
"ENSMUSG00000024164","ENSMUSG00000024164",123543.679839824,-0.539560682077467,0.133078433531165,-4.05445621623666,5.02510610627719e-05,0.000156475442892135,"C3","17",57203970,57228136,"-",5143,"protein_coding","complement component 3 [Source:MGI Symbol;Acc:MGI:88227]","-"
"ENSMUSG00000054814","ENSMUSG00000054814",1553.0564292869,0.343957180249302,0.0848530198536208,4.05356439691433,5.0443105773549e-05,0.000157051006746961,"Usp46","5",73998453,74068431,"-",7841,"protein_coding","ubiquitin specific peptidase 46 [Source:MGI Symbol;Acc:MGI:1916977]","-"
"ENSMUSG00000026116","ENSMUSG00000026116",4403.82703967591,-0.281750434332219,0.0695166494544248,-4.05299214711053,5.05667004381776e-05,0.000157413322289622,"Tmem131","1",36792191,36943666,"-",9413,"protein_coding","transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]","-"
"ENSMUSG00000022369","ENSMUSG00000022369",188.489262287563,-0.479332865087817,0.118271779344227,-4.05280843617591,5.0606439199845e-05,0.00015751452955176,"Mtbp","15",55557408,55626423,"+",5481,"protein_coding","Mdm2, transformed 3T3 cell double minute p53 binding protein [Source:MGI Symbol;Acc:MGI:2146005]","-"
"ENSMUSG00000021510","ENSMUSG00000021510",472.458554846859,-0.338975948228023,0.0836437638261797,-4.05261471653105,5.06483750206794e-05,0.00015762254536637,"Zfp729a","13",67612763,67637791,"-",9771,"protein_coding","zinc finger protein 729a [Source:MGI Symbol;Acc:MGI:3036250]","zf-C2H2"
"ENSMUSG00000030428","ENSMUSG00000030428",87.016513417846,0.804736582006115,0.198616321935039,4.0517142507015,5.08437377857466e-05,0.000158207941362445,"Ttyh1","7",4119408,4136708,"+",6379,"protein_coding","tweety family member 1 [Source:MGI Symbol;Acc:MGI:1889007]","-"
"ENSMUSG00000027254","ENSMUSG00000027254",3654.72300482199,-0.796013057834339,0.196489893574311,-4.05116539764062,5.09631656511585e-05,0.000158556921085132,"Map1a","2",121289600,121310832,"+",12166,"protein_coding","microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]","-"
"ENSMUSG00000094388","ENSMUSG00000094388",26.1842064849087,1.25378541853924,0.309502953389366,4.05096431167792,5.10069875302687e-05,0.000158670608940148,"Gm8783","19",40622460,40622981,"+",522,"processed_pseudogene","predicted pseudogene 8783 [Source:MGI Symbol;Acc:MGI:3646027]","-"
"ENSMUSG00000014243","ENSMUSG00000014243",287.747554997077,0.493583352108035,0.121859291653988,4.05043674067576,5.11221288436724e-05,0.000159006090483659,"Zswim7","11",62267224,62281375,"-",732,"protein_coding","zinc finger SWIM-type containing 7 [Source:MGI Symbol;Acc:MGI:1916997]","-"
"ENSMUSG00000018651","ENSMUSG00000018651",457.638572764727,0.339106357079308,0.0837480974561527,4.04912311299789,5.14098967039673e-05,0.000159878323168702,"Tada2a","11",84078920,84129600,"-",2974,"protein_coding","transcriptional adaptor 2A [Source:MGI Symbol;Acc:MGI:2144471]","MYB"
"ENSMUSG00000090273","ENSMUSG00000090273",12.4089245764619,-1.93236194599597,0.477388354847793,-4.04777771885967,5.17062143450189e-05,0.000160776891915443,"Prr22","17",56770250,56772208,"+",1959,"protein_coding","proline rich 22 [Source:MGI Symbol;Acc:MGI:2685392]","-"
"ENSMUSG00000091649","ENSMUSG00000091649",337.154794060239,-1.22419899037741,0.302527168184987,-4.04657537940145,5.19723936948846e-05,0.000161581504734139,"Phf11b","14",59320964,59341351,"-",1184,"protein_coding","PHD finger protein 11B [Source:MGI Symbol;Acc:MGI:3645789]","-"
"ENSMUSG00000051768","ENSMUSG00000051768",1215.55661765235,-0.184791839613659,0.0456670895269903,-4.04649916444627,5.19893101984733e-05,0.000161611043569466,"Xrcc1","7",24546289,24573440,"+",5831,"protein_coding","X-ray repair complementing defective repair in Chinese hamster cells 1 [Source:MGI Symbol;Acc:MGI:99137]","-"
"ENSMUSG00000086429","ENSMUSG00000086429",505.381202417927,0.325263434860378,0.0803842483236615,4.04635785795654,5.20206880823105e-05,0.000161662402945646,"Gt(ROSA)26Sor","6",113067428,113077333,"-",1695,"antisense","gene trap ROSA 26, Philippe Soriano [Source:MGI Symbol;Acc:MGI:104735]","-"
"ENSMUSG00000026778","ENSMUSG00000026778",140.559087627974,-1.20999578732855,0.299031864550284,-4.04637742920231,5.20163411090117e-05,0.000161662402945646,"Prkcq","2",11172108,11301222,"+",7081,"protein_coding","protein kinase C, theta [Source:MGI Symbol;Acc:MGI:97601]","-"
"ENSMUSG00000109401","ENSMUSG00000109401",15.1491699508499,1.43868204076383,0.355552803697688,4.04632455658284,5.20280854483234e-05,0.000161662402945646,"Cpeb1os1","7",81455895,81458006,"+",2112,"TEC","cytoplasmic polyadenylation element binding protein 1, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1922988]","-"
"ENSMUSG00000060586","ENSMUSG00000060586",27381.5193931068,-1.40729864219196,0.347813253370449,-4.04613288468646,5.20706816700402e-05,0.000161748636875265,"H2-Eb1","17",34305877,34316199,"+",1184,"protein_coding","histocompatibility 2, class II antigen E beta [Source:MGI Symbol;Acc:MGI:95901]","-"
"ENSMUSG00000044026","ENSMUSG00000044026",745.785073447648,0.522230356172999,0.129068416672578,4.04615141051739,5.20665631379455e-05,0.000161748636875265,"Slc35g1","19",38395980,38405607,"+",3471,"protein_coding","solute carrier family 35, member G1 [Source:MGI Symbol;Acc:MGI:2444789]","-"
"ENSMUSG00000002342","ENSMUSG00000002342",1595.25605427417,0.188304558407172,0.0465501327707543,4.04519916913054,5.22786590933001e-05,0.000162371540014163,"Tmem161a","8",70172356,70183681,"+",3673,"protein_coding","transmembrane protein 161A [Source:MGI Symbol;Acc:MGI:2384577]","-"
"ENSMUSG00000017652","ENSMUSG00000017652",356.491849214124,-1.01108388937771,0.249971213054658,-4.04480130740745,5.23675184696694e-05,0.000162624351314901,"Cd40","2",165055627,165072948,"+",3406,"protein_coding","CD40 antigen [Source:MGI Symbol;Acc:MGI:88336]","-"
"ENSMUSG00000016921","ENSMUSG00000016921",8239.69053420263,0.11941264132957,0.0295229013689204,4.04474613918806,5.23798511631637e-05,0.000162639475174525,"Srsf6","2",162931528,162937121,"+",4810,"protein_coding","serine/arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]","-"
"ENSMUSG00000085790","ENSMUSG00000085790",6.55576751956065,2.45362885167534,0.6066950987209,4.04425362401698,5.24900735143267e-05,0.000162958498884792,"Gm12729","4",106088714,106105068,"-",624,"lincRNA","predicted gene 12729 [Source:MGI Symbol;Acc:MGI:3649488]","-"
"ENSMUSG00000032456","ENSMUSG00000032456",415.476461528008,0.510745859480962,0.126315672580776,4.04340846266998,5.26797286186182e-05,0.000163524000215662,"Nmnat3","9",98287435,98420438,"+",5004,"protein_coding","nicotinamide nucleotide adenylyltransferase 3 [Source:MGI Symbol;Acc:MGI:1921330]","-"
"ENSMUSG00000019952","ENSMUSG00000019952",538.835731824105,-0.309305040223321,0.0765294547016334,-4.0416469897664,5.30770940408125e-05,0.000164734005628805,"Poc1b","10",99107036,99198074,"+",4190,"protein_coding","POC1 centriolar protein B [Source:MGI Symbol;Acc:MGI:1918511]","-"
"ENSMUSG00000061878","ENSMUSG00000061878",258.488877044007,-1.0267476654063,0.254106877183397,-4.04061344890427,5.33115678279799e-05,0.000165438175885376,"Sphk1","11",116530925,116536674,"+",4774,"protein_coding","sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]","-"
"ENSMUSG00000040136","ENSMUSG00000040136",7.45525304225952,2.19440216284179,0.543199089696134,4.03977511094383,5.35024775732585e-05,0.000166006975545501,"Abcc8","7",46104523,46180033,"-",8090,"protein_coding","ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:MGI Symbol;Acc:MGI:1352629]","-"
"ENSMUSG00000030611","ENSMUSG00000030611",740.597236804807,0.274080235082306,0.0678737594055773,4.0380883198844,5.38885651638617e-05,0.000167181123015118,"Mrps11","7",78783119,78792989,"+",2172,"protein_coding","mitochondrial ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1915244]","-"
"ENSMUSG00000030170","ENSMUSG00000030170",159.858049915278,1.02754388796603,0.254560883454887,4.03653489106518,5.42464613183354e-05,0.000168267489036693,"Wnt5b","6",119432531,119544347,"-",2654,"protein_coding","wingless-type MMTV integration site family, member 5B [Source:MGI Symbol;Acc:MGI:98959]","-"
"ENSMUSG00000069727","ENSMUSG00000069727",227.791888043378,0.332971588334121,0.0824963011751058,4.03620021250843,5.43238625760668e-05,0.000168483600538324,"Zfp975","7",42660105,42692742,"-",4460,"protein_coding","zinc finger protein 975 [Source:MGI Symbol;Acc:MGI:3648690]","zf-C2H2"
"ENSMUSG00000038354","ENSMUSG00000038354",178.58196970011,0.636755501416526,0.157771009017508,4.03594744929257,5.43823885776866e-05,0.000168641117908666,"Ankrd35","3",96670131,96691032,"+",4081,"protein_coding","ankyrin repeat domain 35 [Source:MGI Symbol;Acc:MGI:2442590]","-"
"ENSMUSG00000057367","ENSMUSG00000057367",1722.09785826496,0.306810067605157,0.0760300396352547,4.03537955625228,5.45140992011465e-05,0.000169025505475855,"Birc2","9",7818227,7837064,"-",4580,"protein_coding","baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009]","-"
"ENSMUSG00000074158","ENSMUSG00000074158",188.320011610709,0.608067861918846,0.150712199157885,4.03462934862916,5.46885571650573e-05,0.000169542306522796,"Zfp976","7",42609526,42642588,"-",4995,"protein_coding","zinc finger protein 976 [Source:MGI Symbol;Acc:MGI:3036263]","zf-C2H2"
"ENSMUSG00000079067","ENSMUSG00000079067",97.1780220551799,0.613510564416361,0.152106517466965,4.03342719715876,5.49692163070562e-05,0.000170388152495517,"Hmgn2-ps1","5",84123313,84123591,"+",279,"processed_pseudogene","high mobility group nucleosomal binding domain 2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3783162]","-"
"ENSMUSG00000042363","ENSMUSG00000042363",1707.59353450911,0.38991132322029,0.0966770504107068,4.03313218146246,5.50383000903289e-05,0.000170578030740704,"Lgalsl","11",20823576,20831056,"-",4115,"protein_coding","lectin, galactoside binding-like [Source:MGI Symbol;Acc:MGI:1916114]","-"
"ENSMUSG00000041762","ENSMUSG00000041762",1439.02923678674,-0.433389501980662,0.107479140563883,-4.03231268604223,5.52306330527318e-05,0.000171149781992213,"Gpr155","2",73341506,73386572,"-",6679,"protein_coding","G protein-coupled receptor 155 [Source:MGI Symbol;Acc:MGI:1915776]","-"
"ENSMUSG00000062580","ENSMUSG00000062580",2766.21656007884,0.281667659464831,0.0698574364584029,4.0320354388119,5.52958461141106e-05,0.000171327505005818,"Timm17a","1",135295213,135313778,"-",7893,"protein_coding","translocase of inner mitochondrial membrane 17a [Source:MGI Symbol;Acc:MGI:1343131]","-"
"ENSMUSG00000029833","ENSMUSG00000029833",2074.24942810602,0.285350991734571,0.0707788840709644,4.03158364927698,5.54022706762074e-05,0.000171632848204302,"Trim24","6",37870811,37966296,"+",8521,"protein_coding","tripartite motif-containing 24 [Source:MGI Symbol;Acc:MGI:109275]","-"
"ENSMUSG00000048029","ENSMUSG00000048029",21.1192330722537,-1.5511514062133,0.384849579934548,-4.03053942913776,5.56489925438569e-05,0.000172372675312794,"Eno4","19",58943425,58971421,"+",2570,"protein_coding","enolase 4 [Source:MGI Symbol;Acc:MGI:2441717]","-"
"ENSMUSG00000011877","ENSMUSG00000011877",3284.45896888116,-0.192278193580481,0.0477075399702386,-4.03035230281063,5.56933154203993e-05,0.00017248545065684,"Git1","11",77493562,77507786,"+",4838,"protein_coding","G protein-coupled receptor kinase-interactor 1 [Source:MGI Symbol;Acc:MGI:1927140]","-"
"ENSMUSG00000078796","ENSMUSG00000078796",8.10768780812982,-3.30678801819162,0.820850883156152,-4.02848810429137,5.61367006724111e-05,0.000173833937830993,"Zfp541","7",16061814,16096334,"+",4879,"protein_coding","zinc finger protein 541 [Source:MGI Symbol;Acc:MGI:3647699]","zf-C2H2"
"ENSMUSG00000042938","ENSMUSG00000042938",285.044277694123,0.473461777343066,0.117529853357811,4.02843842493061,5.6148562142757e-05,0.000173845967231034,"Gm14117","2",146305547,146306389,"+",843,"processed_pseudogene","predicted gene 14117 [Source:MGI Symbol;Acc:MGI:3651328]","-"
"ENSMUSG00000022339","ENSMUSG00000022339",570.656698114148,0.246384832674904,0.0611680519650054,4.02799868166248,5.6253659041268e-05,0.00017414662573088,"Ebag9","15",44619175,44641515,"+",2459,"protein_coding","estrogen receptor-binding fragment-associated gene 9 [Source:MGI Symbol;Acc:MGI:1859920]","-"
"ENSMUSG00000030654","ENSMUSG00000030654",9097.85868412323,-0.23113713549574,0.0573833573040809,-4.02794723687774,5.62659663087416e-05,0.000174159987179763,"Arl6ip1","7",118118891,118129662,"-",2482,"protein_coding","ADP-ribosylation factor-like 6 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1858943]","-"
"ENSMUSG00000032475","ENSMUSG00000032475",2248.18631712407,-0.225898328219944,0.0560881247766973,-4.02756072019361,5.63585152870473e-05,0.000174421681648098,"Nck1","9",100492293,100546134,"-",4792,"protein_coding","non-catalytic region of tyrosine kinase adaptor protein 1 [Source:MGI Symbol;Acc:MGI:109601]","-"
"ENSMUSG00000001520","ENSMUSG00000001520",159.738390496189,0.933301247709232,0.231785439528616,4.02657410063071,5.65954093612045e-05,0.000175129966153357,"Nrip2","6",128399296,128416427,"+",3757,"protein_coding","nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]","-"
"ENSMUSG00000029475","ENSMUSG00000029475",1074.56563797836,-0.311873064844227,0.077469901719468,-4.02573203169372,5.67983415754757e-05,0.000175732972216911,"Kdm2b","5",122870665,122989823,"-",10869,"protein_coding","lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]","-"
"ENSMUSG00000020032","ENSMUSG00000020032",1346.48921217835,0.292628316364967,0.0726927068088257,4.02555262021744,5.6841667353634e-05,0.000175842057956721,"Nuak1","10",84370905,84440597,"-",5625,"protein_coding","NUAK family, SNF1-like kinase, 1 [Source:MGI Symbol;Acc:MGI:1925226]","-"
"ENSMUSG00000021413","ENSMUSG00000021413",4109.08408845146,0.181814383633288,0.0451726648758751,4.02487619742771,5.7005297226882e-05,0.000176323225626265,"Prpf4b","13",34875302,34906064,"+",8430,"protein_coding","pre-mRNA processing factor 4B [Source:MGI Symbol;Acc:MGI:109584]","-"
"ENSMUSG00000045733","ENSMUSG00000045733",58.1067853970252,-0.910306129504735,0.226216805613839,-4.02404289563995,5.72074902724042e-05,0.000176923519653296,"Sprn","7",140150628,140154877,"-",3374,"protein_coding","shadow of prion protein [Source:MGI Symbol;Acc:MGI:3582583]","-"
"ENSMUSG00000002204","ENSMUSG00000002204",315.331811031414,-1.1238649914992,0.279405641763876,-4.02234179812649,5.7622356591317e-05,0.000178181276894319,"Napsa","7",44572380,44586862,"+",2660,"protein_coding","napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365]","-"
"ENSMUSG00000046743","ENSMUSG00000046743",709.518754735103,0.437950232875902,0.108933470183633,4.02034592433008,5.81127463231003e-05,0.000179672179509952,"Fat4","3",38886940,39011985,"+",17165,"protein_coding","FAT atypical cadherin 4 [Source:MGI Symbol;Acc:MGI:3045256]","-"
"ENSMUSG00000097643","ENSMUSG00000097643",52.19982460826,0.952209525900845,0.23686309268152,4.02008398658023,5.81773975256006e-05,0.000179846553428786,"A130051J06Rik","15",95787856,95791642,"-",2618,"antisense","RIKEN cDNA A130051J0 gene [Source:MGI Symbol;Acc:MGI:3642574]","-"
"ENSMUSG00000026822","ENSMUSG00000026822",514.837631767957,-1.35466538331523,0.336990110501081,-4.01989655215975,5.82237016988672e-05,0.000179964168887408,"Lcn2","2",32384633,32388252,"-",2623,"protein_coding","lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]","-"
